⚠️ File truncated for preview (showing first 0.5MB of 3.4MB)
────────────────────────────────────────────────────────────

timestamp,facility,energy_consumption_kwh,energy_cost_usd,energy_rate_per_kwh,rate_period,water_produced_gallons,energy_efficiency_gal_per_kwh
2024-01-15 14:00:00,South-Pumping-Station,512.14,92.19,0.18,Peak,614.6,1.2
2024-01-15 14:00:00,Desalination-Plant,1335.51,240.39,0.18,Peak,667.8,0.5
2024-01-15 14:00:00,Booster-Station-1,519.11,93.44,0.18,Peak,622.9,1.2
2024-01-15 14:00:00,Booster-Station-2,468.67,84.36,0.18,Peak,562.4,1.2
2024-01-15 14:00:00,Admin-Building,82.65,14.88,0.18,Peak,,
2024-01-15 14:00:00,Laboratory,66.0,11.88,0.18,Peak,,
2024-01-15 14:00:00,Operations-Center,49.67,8.94,0.18,Peak,,
2024-01-15 15:00:00,Main-Treatment-Plant,1177.26,211.91,0.18,Peak,588.6,0.5
2024-01-15 15:00:00,North-Pumping-Station,584.13,105.14,0.18,Peak,701.0,1.2
2024-01-15 15:00:00,South-Pumping-Station,419.76,75.56,0.18,Peak,503.7,1.2
2024-01-15 15:00:00,Desalination-Plant,1237.84,222.81,0.18,Peak,618.9,0.5
2024-01-15 15:00:00,Booster-Station-1,438.83,78.99,0.18,Peak,526.6,1.2
2024-01-15 15:00:00,Booster-Station-2,477.82,86.01,0.18,Peak,573.4,1.2
2024-01-15 15:00:00,Admin-Building,95.65,17.22,0.18,Peak,,
2024-01-15 15:00:00,Laboratory,74.71,13.45,0.18,Peak,,
2024-01-15 15:00:00,Operations-Center,43.16,7.77,0.18,Peak,,
2024-01-15 16:00:00,Main-Treatment-Plant,1142.29,205.61,0.18,Peak,571.1,0.5
2024-01-15 16:00:00,North-Pumping-Station,612.31,110.22,0.18,Peak,734.8,1.2
2024-01-15 16:00:00,South-Pumping-Station,421.52,75.87,0.18,Peak,505.8,1.2
2024-01-15 16:00:00,Desalination-Plant,1298.24,233.68,0.18,Peak,649.1,0.5
2024-01-15 16:00:00,Booster-Station-1,443.49,79.83,0.18,Peak,532.2,1.2
2024-01-15 16:00:00,Booster-Station-2,476.53,85.78,0.18,Peak,571.8,1.2
2024-01-15 16:00:00,Admin-Building,58.77,10.58,0.18,Peak,,
2024-01-15 16:00:00,Laboratory,103.0,18.54,0.18,Peak,,
2024-01-15 16:00:00,Operations-Center,85.26,15.35,0.18,Peak,,
2024-01-15 17:00:00,Main-Treatment-Plant,1074.76,193.46,0.18,Peak,537.4,0.5
2024-01-15 17:00:00,North-Pumping-Station,500.61,90.11,0.18,Peak,600.7,1.2
2024-01-15 17:00:00,South-Pumping-Station,442.22,79.6,0.18,Peak,530.7,1.2
2024-01-15 17:00:00,Desalination-Plant,1127.0,202.86,0.18,Peak,563.5,0.5
2024-01-15 17:00:00,Booster-Station-1,442.6,79.67,0.18,Peak,531.1,1.2
2024-01-15 17:00:00,Booster-Station-2,486.53,87.57,0.18,Peak,583.8,1.2
2024-01-15 17:00:00,Admin-Building,66.38,11.95,0.18,Peak,,
2024-01-15 17:00:00,Laboratory,76.29,13.73,0.18,Peak,,
2024-01-15 17:00:00,Operations-Center,65.62,11.81,0.18,Peak,,
2024-01-15 18:00:00,Main-Treatment-Plant,1744.4,313.99,0.18,Peak,872.2,0.5
2024-01-15 18:00:00,North-Pumping-Station,811.43,146.06,0.18,Peak,973.7,1.2
2024-01-15 18:00:00,South-Pumping-Station,688.6,123.95,0.18,Peak,826.3,1.2
2024-01-15 18:00:00,Desalination-Plant,1843.67,331.86,0.18,Peak,921.8,0.5
2024-01-15 18:00:00,Booster-Station-1,583.98,105.12,0.18,Peak,700.8,1.2
2024-01-15 18:00:00,Booster-Station-2,667.54,120.16,0.18,Peak,801.0,1.2
2024-01-15 18:00:00,Admin-Building,13.34,2.4,0.18,Peak,,
2024-01-15 18:00:00,Laboratory,12.71,2.29,0.18,Peak,,
2024-01-15 18:00:00,Operations-Center,12.39,2.23,0.18,Peak,,
2024-01-15 19:00:00,Main-Treatment-Plant,1676.37,301.75,0.18,Peak,838.2,0.5
2024-01-15 19:00:00,North-Pumping-Station,769.7,138.55,0.18,Peak,923.6,1.2
2024-01-15 19:00:00,South-Pumping-Station,643.69,115.86,0.18,Peak,772.4,1.2
2024-01-15 19:00:00,Desalination-Plant,1580.23,284.44,0.18,Peak,790.1,0.5
2024-01-15 19:00:00,Booster-Station-1,621.85,111.93,0.18,Peak,746.2,1.2
2024-01-15 19:00:00,Booster-Station-2,591.39,106.45,0.18,Peak,709.7,1.2
2024-01-15 19:00:00,Admin-Building,11.65,2.1,0.18,Peak,,
2024-01-15 19:00:00,Laboratory,12.89,2.32,0.18,Peak,,
2024-01-15 19:00:00,Operations-Center,9.5,1.71,0.18,Peak,,
2024-01-15 20:00:00,Main-Treatment-Plant,1637.18,294.69,0.18,Peak,818.6,0.5
2024-01-15 20:00:00,North-Pumping-Station,783.43,141.02,0.18,Peak,940.1,1.2
2024-01-15 20:00:00,South-Pumping-Station,631.2,113.62,0.18,Peak,757.4,1.2
2024-01-15 20:00:00,Desalination-Plant,1747.75,314.59,0.18,Peak,873.9,0.5
2024-01-15 20:00:00,Booster-Station-1,644.77,116.06,0.18,Peak,773.7,1.2
2024-01-15 20:00:00,Booster-Station-2,648.83,116.79,0.18,Peak,778.6,1.2
2024-01-15 20:00:00,Admin-Building,11.24,2.02,0.18,Peak,,
2024-01-15 20:00:00,Laboratory,10.46,1.88,0.18,Peak,,
2024-01-15 20:00:00,Operations-Center,9.42,1.7,0.18,Peak,,
2024-01-15 21:00:00,Main-Treatment-Plant,1578.99,189.48,0.12,Mid,789.5,0.5
2024-01-15 21:00:00,North-Pumping-Station,606.66,72.8,0.12,Mid,728.0,1.2
2024-01-15 21:00:00,South-Pumping-Station,608.38,73.01,0.12,Mid,730.1,1.2
2024-01-15 21:00:00,Desalination-Plant,2052.06,246.25,0.12,Mid,1026.0,0.5
2024-01-15 21:00:00,Booster-Station-1,591.9,71.03,0.12,Mid,710.3,1.2
2024-01-15 21:00:00,Booster-Station-2,684.18,82.1,0.12,Mid,821.0,1.2
2024-01-15 21:00:00,Admin-Building,11.63,1.4,0.12,Mid,,
2024-01-15 21:00:00,Laboratory,12.86,1.54,0.12,Mid,,
2024-01-15 21:00:00,Operations-Center,11.73,1.41,0.12,Mid,,
2024-01-15 22:00:00,Main-Treatment-Plant,1197.03,143.64,0.12,Mid,598.5,0.5
2024-01-15 22:00:00,North-Pumping-Station,609.71,73.17,0.12,Mid,731.7,1.2
2024-01-15 22:00:00,South-Pumping-Station,460.98,55.32,0.12,Mid,553.2,1.2
2024-01-15 22:00:00,Desalination-Plant,1113.32,133.6,0.12,Mid,556.7,0.5
2024-01-15 22:00:00,Booster-Station-1,461.08,55.33,0.12,Mid,553.3,1.2
2024-01-15 22:00:00,Booster-Station-2,398.6,47.83,0.12,Mid,478.3,1.2
2024-01-15 22:00:00,Admin-Building,8.35,1.0,0.12,Mid,,
2024-01-15 22:00:00,Laboratory,8.19,0.98,0.12,Mid,,
2024-01-15 22:00:00,Operations-Center,7.23,0.87,0.12,Mid,,
2024-01-15 23:00:00,Main-Treatment-Plant,1199.44,143.93,0.12,Mid,599.7,0.5
2024-01-15 23:00:00,North-Pumping-Station,578.65,69.44,0.12,Mid,694.4,1.2
2024-01-15 23:00:00,South-Pumping-Station,425.08,51.01,0.12,Mid,510.1,1.2
2024-01-15 23:00:00,Desalination-Plant,1254.48,150.54,0.12,Mid,627.2,0.5
2024-01-15 23:00:00,Booster-Station-1,508.76,61.05,0.12,Mid,610.5,1.2
2024-01-15 23:00:00,Booster-Station-2,424.29,50.91,0.12,Mid,509.1,1.2
2024-01-15 23:00:00,Admin-Building,6.24,0.75,0.12,Mid,,
2024-01-15 23:00:00,Laboratory,8.87,1.06,0.12,Mid,,
2024-01-15 23:00:00,Operations-Center,7.5,0.9,0.12,Mid,,
2024-01-16 00:00:00,Main-Treatment-Plant,667.9,53.43,0.08,Off-Peak,333.9,0.5
2024-01-16 00:00:00,North-Pumping-Station,367.2,29.38,0.08,Off-Peak,440.6,1.2
2024-01-16 00:00:00,South-Pumping-Station,274.78,21.98,0.08,Off-Peak,329.7,1.2
2024-01-16 00:00:00,Desalination-Plant,656.46,52.52,0.08,Off-Peak,328.2,0.5
2024-01-16 00:00:00,Booster-Station-1,308.32,24.67,0.08,Off-Peak,370.0,1.2
2024-01-16 00:00:00,Booster-Station-2,268.48,21.48,0.08,Off-Peak,322.2,1.2
2024-01-16 00:00:00,Admin-Building,2.8,0.22,0.08,Off-Peak,,
2024-01-16 00:00:00,Laboratory,5.35,0.43,0.08,Off-Peak,,
2024-01-16 00:00:00,Operations-Center,5.09,0.41,0.08,Off-Peak,,
2024-01-16 01:00:00,Main-Treatment-Plant,703.53,56.28,0.08,Off-Peak,351.8,0.5
2024-01-16 01:00:00,North-Pumping-Station,303.35,24.27,0.08,Off-Peak,364.0,1.2
2024-01-16 01:00:00,South-Pumping-Station,286.2,22.9,0.08,Off-Peak,343.4,1.2
2024-01-16 01:00:00,Desalination-Plant,792.53,63.4,0.08,Off-Peak,396.3,0.5
2024-01-16 01:00:00,Booster-Station-1,256.71,20.54,0.08,Off-Peak,308.0,1.2
2024-01-16 01:00:00,Booster-Station-2,276.53,22.12,0.08,Off-Peak,331.8,1.2
2024-01-16 01:00:00,Admin-Building,3.72,0.3,0.08,Off-Peak,,
2024-01-16 01:00:00,Laboratory,4.07,0.33,0.08,Off-Peak,,
2024-01-16 01:00:00,Operations-Center,5.63,0.45,0.08,Off-Peak,,
2024-01-16 02:00:00,Main-Treatment-Plant,684.68,54.77,0.08,Off-Peak,342.3,0.5
2024-01-16 02:00:00,North-Pumping-Station,324.0,25.92,0.08,Off-Peak,388.8,1.2
2024-01-16 02:00:00,South-Pumping-Station,280.46,22.44,0.08,Off-Peak,336.6,1.2
2024-01-16 02:00:00,Desalination-Plant,771.5,61.72,0.08,Off-Peak,385.8,0.5
2024-01-16 02:00:00,Booster-Station-1,242.64,19.41,0.08,Off-Peak,291.2,1.2
2024-01-16 02:00:00,Booster-Station-2,262.42,20.99,0.08,Off-Peak,314.9,1.2
2024-01-16 02:00:00,Admin-Building,5.73,0.46,0.08,Off-Peak,,
2024-01-16 02:00:00,Laboratory,4.77,0.38,0.08,Off-Peak,,
2024-01-16 02:00:00,Operations-Center,4.44,0.36,0.08,Off-Peak,,
2024-01-16 03:00:00,Main-Treatment-Plant,744.77,59.58,0.08,Off-Peak,372.4,0.5
2024-01-16 03:00:00,North-Pumping-Station,337.46,27.0,0.08,Off-Peak,404.9,1.2
2024-01-16 03:00:00,South-Pumping-Station,270.36,21.63,0.08,Off-Peak,324.4,1.2
2024-01-16 03:00:00,Desalination-Plant,727.66,58.21,0.08,Off-Peak,363.8,0.5
2024-01-16 03:00:00,Booster-Station-1,252.16,20.17,0.08,Off-Peak,302.6,1.2
2024-01-16 03:00:00,Booster-Station-2,305.81,24.46,0.08,Off-Peak,367.0,1.2
2024-01-16 03:00:00,Admin-Building,5.8,0.46,0.08,Off-Peak,,
2024-01-16 03:00:00,Laboratory,4.81,0.38,0.08,Off-Peak,,
2024-01-16 03:00:00,Operations-Center,5.8,0.46,0.08,Off-Peak,,
2024-01-16 04:00:00,Main-Treatment-Plant,730.47,58.44,0.08,Off-Peak,365.2,0.5
2024-01-16 04:00:00,North-Pumping-Station,342.28,27.38,0.08,Off-Peak,410.7,1.2
2024-01-16 04:00:00,South-Pumping-Station,212.01,16.96,0.08,Off-Peak,254.4,1.2
2024-01-16 04:00:00,Desalination-Plant,727.31,58.18,0.08,Off-Peak,363.7,0.5
2024-01-16 04:00:00,Booster-Station-1,256.18,20.49,0.08,Off-Peak,307.4,1.2
2024-01-16 04:00:00,Booster-Station-2,302.01,24.16,0.08,Off-Peak,362.4,1.2
2024-01-16 04:00:00,Admin-Building,4.6,0.37,0.08,Off-Peak,,
2024-01-16 04:00:00,Laboratory,3.21,0.26,0.08,Off-Peak,,
2024-01-16 04:00:00,Operations-Center,4.97,0.4,0.08,Off-Peak,,
2024-01-16 05:00:00,Main-Treatment-Plant,693.32,55.47,0.08,Off-Peak,346.7,0.5
2024-01-16 05:00:00,North-Pumping-Station,397.24,31.78,0.08,Off-Peak,476.7,1.2
2024-01-16 05:00:00,South-Pumping-Station,247.22,19.78,0.08,Off-Peak,296.7,1.2
2024-01-16 05:00:00,Desalination-Plant,684.26,54.74,0.08,Off-Peak,342.1,0.5
2024-01-16 05:00:00,Booster-Station-1,271.04,21.68,0.08,Off-Peak,325.2,1.2
2024-01-16 05:00:00,Booster-Station-2,283.48,22.68,0.08,Off-Peak,340.2,1.2
2024-01-16 05:00:00,Admin-Building,3.14,0.25,0.08,Off-Peak,,
2024-01-16 05:00:00,Laboratory,4.64,0.37,0.08,Off-Peak,,
2024-01-16 05:00:00,Operations-Center,4.44,0.35,0.08,Off-Peak,,
2024-01-16 06:00:00,Main-Treatment-Plant,1920.29,230.43,0.12,Mid,960.1,0.5
2024-01-16 06:00:00,North-Pumping-Station,749.33,89.92,0.12,Mid,899.2,1.2
2024-01-16 06:00:00,South-Pumping-Station,742.04,89.05,0.12,Mid,890.5,1.2
2024-01-16 06:00:00,Desalination-Plant,1842.0,221.04,0.12,Mid,921.0,0.5
2024-01-16 06:00:00,Booster-Station-1,683.51,82.02,0.12,Mid,820.2,1.2
2024-01-16 06:00:00,Booster-Station-2,617.73,74.13,0.12,Mid,741.3,1.2
2024-01-16 06:00:00,Admin-Building,13.97,1.68,0.12,Mid,,
2024-01-16 06:00:00,Laboratory,9.38,1.13,0.12,Mid,,
2024-01-16 06:00:00,Operations-Center,13.73,1.65,0.12,Mid,,
2024-01-16 07:00:00,Main-Treatment-Plant,1641.63,197.0,0.12,Mid,820.8,0.5
2024-01-16 07:00:00,North-Pumping-Station,842.68,101.12,0.12,Mid,1011.2,1.2
2024-01-16 07:00:00,South-Pumping-Station,709.82,85.18,0.12,Mid,851.8,1.2
2024-01-16 07:00:00,Desalination-Plant,1910.82,229.3,0.12,Mid,955.4,0.5
2024-01-16 07:00:00,Booster-Station-1,605.34,72.64,0.12,Mid,726.4,1.2
2024-01-16 07:00:00,Booster-Station-2,702.92,84.35,0.12,Mid,843.5,1.2
2024-01-16 07:00:00,Admin-Building,13.67,1.64,0.12,Mid,,
2024-01-16 07:00:00,Laboratory,14.18,1.7,0.12,Mid,,
2024-01-16 07:00:00,Operations-Center,11.13,1.34,0.12,Mid,,
2024-01-16 08:00:00,Main-Treatment-Plant,1851.67,222.2,0.12,Mid,925.8,0.5
2024-01-16 08:00:00,North-Pumping-Station,657.71,78.93,0.12,Mid,789.3,1.2
2024-01-16 08:00:00,South-Pumping-Station,696.48,83.58,0.12,Mid,835.8,1.2
2024-01-16 08:00:00,Desalination-Plant,1782.35,213.88,0.12,Mid,891.2,0.5
2024-01-16 08:00:00,Booster-Station-1,724.54,86.95,0.12,Mid,869.5,1.2
2024-01-16 08:00:00,Booster-Station-2,835.5,100.26,0.12,Mid,1002.6,1.2
2024-01-16 08:00:00,Admin-Building,102.24,12.27,0.12,Mid,,
2024-01-16 08:00:00,Laboratory,99.16,11.9,0.12,Mid,,
2024-01-16 08:00:00,Operations-Center,172.54,20.7,0.12,Mid,,
2024-01-16 09:00:00,Main-Treatment-Plant,1804.62,216.55,0.12,Mid,902.3,0.5
2024-01-16 09:00:00,North-Pumping-Station,832.98,99.96,0.12,Mid,999.6,1.2
2024-01-16 09:00:00,South-Pumping-Station,668.79,80.26,0.12,Mid,802.6,1.2
2024-01-16 09:00:00,Desalination-Plant,1742.9,209.15,0.12,Mid,871.4,0.5
2024-01-16 09:00:00,Booster-Station-1,714.05,85.69,0.12,Mid,856.9,1.2
2024-01-16 09:00:00,Booster-Station-2,667.81,80.14,0.12,Mid,801.4,1.2
2024-01-16 09:00:00,Admin-Building,94.64,11.36,0.12,Mid,,
2024-01-16 09:00:00,Laboratory,115.09,13.81,0.12,Mid,,
2024-01-16 09:00:00,Operations-Center,109.87,13.18,0.12,Mid,,
2024-01-16 10:00:00,Main-Treatment-Plant,1261.11,151.33,0.12,Mid,630.6,0.5
2024-01-16 10:00:00,North-Pumping-Station,621.1,74.53,0.12,Mid,745.3,1.2
2024-01-16 10:00:00,South-Pumping-Station,421.2,50.54,0.12,Mid,505.4,1.2
2024-01-16 10:00:00,Desalination-Plant,1160.27,139.23,0.12,Mid,580.1,0.5
2024-01-16 10:00:00,Booster-Station-1,412.47,49.5,0.12,Mid,495.0,1.2
2024-01-16 10:00:00,Booster-Station-2,416.36,49.96,0.12,Mid,499.6,1.2
2024-01-16 10:00:00,Admin-Building,77.18,9.26,0.12,Mid,,
2024-01-16 10:00:00,Laboratory,70.41,8.45,0.12,Mid,,
2024-01-16 10:00:00,Operations-Center,74.86,8.98,0.12,Mid,,
2024-01-16 11:00:00,Main-Treatment-Plant,1204.97,144.6,0.12,Mid,602.5,0.5
2024-01-16 11:00:00,North-Pumping-Station,496.72,59.61,0.12,Mid,596.1,1.2
2024-01-16 11:00:00,South-Pumping-Station,462.05,55.45,0.12,Mid,554.5,1.2
2024-01-16 11:00:00,Desalination-Plant,1276.21,153.14,0.12,Mid,638.1,0.5
2024-01-16 11:00:00,Booster-Station-1,372.74,44.73,0.12,Mid,447.3,1.2
2024-01-16 11:00:00,Booster-Station-2,470.49,56.46,0.12,Mid,564.6,1.2
2024-01-16 11:00:00,Admin-Building,79.14,9.5,0.12,Mid,,
2024-01-16 11:00:00,Laboratory,70.21,8.43,0.12,Mid,,
2024-01-16 11:00:00,Operations-Center,56.49,6.78,0.12,Mid,,
2024-01-16 12:00:00,Main-Treatment-Plant,1137.35,136.48,0.12,Mid,568.7,0.5
2024-01-16 12:00:00,North-Pumping-Station,580.87,69.7,0.12,Mid,697.0,1.2
2024-01-16 12:00:00,South-Pumping-Station,445.54,53.46,0.12,Mid,534.6,1.2
2024-01-16 12:00:00,Desalination-Plant,1143.71,137.25,0.12,Mid,571.9,0.5
2024-01-16 12:00:00,Booster-Station-1,473.72,56.85,0.12,Mid,568.5,1.2
2024-01-16 12:00:00,Booster-Station-2,431.83,51.82,0.12,Mid,518.2,1.2
2024-01-16 12:00:00,Admin-Building,84.74,10.17,0.12,Mid,,
2024-01-16 12:00:00,Laboratory,86.19,10.34,0.12,Mid,,
2024-01-16 12:00:00,Operations-Center,84.63,10.16,0.12,Mid,,
2024-01-16 13:00:00,Main-Treatment-Plant,982.23,117.87,0.12,Mid,491.1,0.5
2024-01-16 13:00:00,North-Pumping-Station,589.48,70.74,0.12,Mid,707.4,1.2
2024-01-16 13:00:00,South-Pumping-Station,431.87,51.82,0.12,Mid,518.2,1.2
2024-01-16 13:00:00,Desalination-Plant,1180.13,141.62,0.12,Mid,590.1,0.5
2024-01-16 13:00:00,Booster-Station-1,406.38,48.77,0.12,Mid,487.7,1.2
2024-01-16 13:00:00,Booster-Station-2,544.14,65.3,0.12,Mid,653.0,1.2
2024-01-16 13:00:00,Admin-Building,85.84,10.3,0.12,Mid,,
2024-01-16 13:00:00,Laboratory,107.0,12.84,0.12,Mid,,
2024-01-16 13:00:00,Operations-Center,50.35,6.04,0.12,Mid,,
2024-01-16 14:00:00,Main-Treatment-Plant,1291.98,232.56,0.18,Peak,646.0,0.5
2024-01-16 14:00:00,North-Pumping-Station,549.05,98.83,0.18,Peak,658.9,1.2
2024-01-16 14:00:00,South-Pumping-Station,439.35,79.08,0.18,Peak,527.2,1.2
2024-01-16 14:00:00,Desalination-Plant,1309.38,235.69,0.18,Peak,654.7,0.5
2024-01-16 14:00:00,Booster-Station-1,457.57,82.36,0.18,Peak,549.1,1.2
2024-01-16 14:00:00,Booster-Station-2,494.96,89.09,0.18,Peak,594.0,1.2
2024-01-16 14:00:00,Admin-Building,76.06,13.69,0.18,Peak,,
2024-01-16 14:00:00,Laboratory,81.59,14.69,0.18,Peak,,
2024-01-16 14:00:00,Operations-Center,73.65,13.26,0.18,Peak,,
2024-01-16 15:00:00,Main-Treatment-Plant,1283.97,231.11,0.18,Peak,642.0,0.5
2024-01-16 15:00:00,North-Pumping-Station,577.68,103.98,0.18,Peak,693.2,1.2
2024-01-16 15:00:00,South-Pumping-Station,451.72,81.31,0.18,Peak,542.1,1.2
2024-01-16 15:00:00,Desalination-Plant,1089.13,196.04,0.18,Peak,544.6,0.5
2024-01-16 15:00:00,Booster-Station-1,494.87,89.08,0.18,Peak,593.8,1.2
2024-01-16 15:00:00,Booster-Station-2,437.37,78.73,0.18,Peak,524.8,1.2
2024-01-16 15:00:00,Admin-Building,59.55,10.72,0.18,Peak,,
2024-01-16 15:00:00,Laboratory,71.67,12.9,0.18,Peak,,
2024-01-16 15:00:00,Operations-Center,95.88,17.26,0.18,Peak,,
2024-01-16 16:00:00,Main-Treatment-Plant,1142.97,205.74,0.18,Peak,571.5,0.5
2024-01-16 16:00:00,North-Pumping-Station,596.84,107.43,0.18,Peak,716.2,1.2
2024-01-16 16:00:00,South-Pumping-Station,467.84,84.21,0.18,Peak,561.4,1.2
2024-01-16 16:00:00,Desalination-Plant,1267.95,228.23,0.18,Peak,634.0,0.5
2024-01-16 16:00:00,Booster-Station-1,480.2,86.44,0.18,Peak,576.2,1.2
2024-01-16 16:00:00,Booster-Station-2,425.98,76.68,0.18,Peak,511.2,1.2
2024-01-16 16:00:00,Admin-Building,57.84,10.41,0.18,Peak,,
2024-01-16 16:00:00,Laboratory,75.16,13.53,0.18,Peak,,
2024-01-16 16:00:00,Operations-Center,99.0,17.82,0.18,Peak,,
2024-01-16 17:00:00,Main-Treatment-Plant,1201.18,216.21,0.18,Peak,600.6,0.5
2024-01-16 17:00:00,North-Pumping-Station,548.28,98.69,0.18,Peak,657.9,1.2
2024-01-16 17:00:00,South-Pumping-Station,420.9,75.76,0.18,Peak,505.1,1.2
2024-01-16 17:00:00,Desalination-Plant,1228.2,221.08,0.18,Peak,614.1,0.5
2024-01-16 17:00:00,Booster-Station-1,461.2,83.02,0.18,Peak,553.4,1.2
2024-01-16 17:00:00,Booster-Station-2,419.2,75.46,0.18,Peak,503.0,1.2
2024-01-16 17:00:00,Admin-Building,85.39,15.37,0.18,Peak,,
2024-01-16 17:00:00,Laboratory,69.26,12.47,0.18,Peak,,
2024-01-16 17:00:00,Operations-Center,59.27,10.67,0.18,Peak,,
2024-01-16 18:00:00,Main-Treatment-Plant,1649.81,296.97,0.18,Peak,824.9,0.5
2024-01-16 18:00:00,North-Pumping-Station,722.17,129.99,0.18,Peak,866.6,1.2
2024-01-16 18:00:00,South-Pumping-Station,693.1,124.76,0.18,Peak,831.7,1.2
2024-01-16 18:00:00,Desalination-Plant,1665.85,299.85,0.18,Peak,832.9,0.5
2024-01-16 18:00:00,Booster-Station-1,640.09,115.22,0.18,Peak,768.1,1.2
2024-01-16 18:00:00,Booster-Station-2,637.18,114.69,0.18,Peak,764.6,1.2
2024-01-16 18:00:00,Admin-Building,11.52,2.07,0.18,Peak,,
2024-01-16 18:00:00,Laboratory,10.99,1.98,0.18,Peak,,
2024-01-16 18:00:00,Operations-Center,11.79,2.12,0.18,Peak,,
2024-01-16 19:00:00,Main-Treatment-Plant,1666.79,300.02,0.18,Peak,833.4,0.5
2024-01-16 19:00:00,North-Pumping-Station,723.64,130.26,0.18,Peak,868.4,1.2
2024-01-16 19:00:00,South-Pumping-Station,621.19,111.81,0.18,Peak,745.4,1.2
2024-01-16 19:00:00,Desalination-Plant,1485.69,267.42,0.18,Peak,742.8,0.5
2024-01-16 19:00:00,Booster-Station-1,629.94,113.39,0.18,Peak,755.9,1.2
2024-01-16 19:00:00,Booster-Station-2,657.89,118.42,0.18,Peak,789.5,1.2
2024-01-16 19:00:00,Admin-Building,10.87,1.96,0.18,Peak,,
2024-01-16 19:00:00,Laboratory,5.43,0.98,0.18,Peak,,
2024-01-16 19:00:00,Operations-Center,7.5,1.35,0.18,Peak,,
2024-01-16 20:00:00,Main-Treatment-Plant,1600.4,288.07,0.18,Peak,800.2,0.5
2024-01-16 20:00:00,North-Pumping-Station,823.65,148.26,0.18,Peak,988.4,1.2
2024-01-16 20:00:00,South-Pumping-Station,643.28,115.79,0.18,Peak,771.9,1.2
2024-01-16 20:00:00,Desalination-Plant,1584.67,285.24,0.18,Peak,792.3,0.5
2024-01-16 20:00:00,Booster-Station-1,691.62,124.49,0.18,Peak,829.9,1.2
2024-01-16 20:00:00,Booster-Station-2,646.22,116.32,0.18,Peak,775.5,1.2
2024-01-16 20:00:00,Admin-Building,8.53,1.54,0.18,Peak,,
2024-01-16 20:00:00,Laboratory,9.6,1.73,0.18,Peak,,
2024-01-16 20:00:00,Operations-Center,11.09,2.0,0.18,Peak,,
2024-01-16 21:00:00,Main-Treatment-Plant,1520.43,182.45,0.12,Mid,760.2,0.5
2024-01-16 21:00:00,North-Pumping-Station,827.05,99.25,0.12,Mid,992.5,1.2
2024-01-16 21:00:00,South-Pumping-Station,550.31,66.04,0.12,Mid,660.4,1.2
2024-01-16 21:00:00,Desalination-Plant,1601.52,192.18,0.12,Mid,800.8,0.5
2024-01-16 21:00:00,Booster-Station-1,603.3,72.4,0.12,Mid,724.0,1.2
2024-01-16 21:00:00,Booster-Station-2,551.59,66.19,0.12,Mid,661.9,1.2
2024-01-16 21:00:00,Admin-Building,11.48,1.38,0.12,Mid,,
2024-01-16 21:00:00,Laboratory,11.16,1.34,0.12,Mid,,
2024-01-16 21:00:00,Operations-Center,9.38,1.13,0.12,Mid,,
2024-01-16 22:00:00,Main-Treatment-Plant,1127.56,135.31,0.12,Mid,563.8,0.5
2024-01-16 22:00:00,North-Pumping-Station,558.64,67.04,0.12,Mid,670.4,1.2
2024-01-16 22:00:00,South-Pumping-Station,463.09,55.57,0.12,Mid,555.7,1.2
2024-01-16 22:00:00,Desalination-Plant,1240.65,148.88,0.12,Mid,620.3,0.5
2024-01-16 22:00:00,Booster-Station-1,461.84,55.42,0.12,Mid,554.2,1.2
2024-01-16 22:00:00,Booster-Station-2,397.35,47.68,0.12,Mid,476.8,1.2
2024-01-16 22:00:00,Admin-Building,7.83,0.94,0.12,Mid,,
2024-01-16 22:00:00,Laboratory,10.14,1.22,0.12,Mid,,
2024-01-16 22:00:00,Operations-Center,8.54,1.02,0.12,Mid,,
2024-01-16 23:00:00,Main-Treatment-Plant,1113.27,133.59,0.12,Mid,556.6,0.5
2024-01-16 23:00:00,North-Pumping-Station,534.23,64.11,0.12,Mid,641.1,1.2
2024-01-16 23:00:00,South-Pumping-Station,472.84,56.74,0.12,Mid,567.4,1.2
2024-01-16 23:00:00,Desalination-Plant,1251.49,150.18,0.12,Mid,625.7,0.5
2024-01-16 23:00:00,Booster-Station-1,386.34,46.36,0.12,Mid,463.6,1.2
2024-01-16 23:00:00,Booster-Station-2,539.42,64.73,0.12,Mid,647.3,1.2
2024-01-16 23:00:00,Admin-Building,8.11,0.97,0.12,Mid,,
2024-01-16 23:00:00,Laboratory,9.21,1.11,0.12,Mid,,
2024-01-16 23:00:00,Operations-Center,9.34,1.12,0.12,Mid,,
2024-01-17 00:00:00,Main-Treatment-Plant,792.53,63.4,0.08,Off-Peak,396.3,0.5
2024-01-17 00:00:00,North-Pumping-Station,322.79,25.82,0.08,Off-Peak,387.3,1.2
2024-01-17 00:00:00,South-Pumping-Station,259.54,20.76,0.08,Off-Peak,311.4,1.2
2024-01-17 00:00:00,Desalination-Plant,739.75,59.18,0.08,Off-Peak,369.9,0.5
2024-01-17 00:00:00,Booster-Station-1,243.27,19.46,0.08,Off-Peak,291.9,1.2
2024-01-17 00:00:00,Booster-Station-2,287.5,23.0,0.08,Off-Peak,345.0,1.2
2024-01-17 00:00:00,Admin-Building,4.96,0.4,0.08,Off-Peak,,
