complaint_id,customer_id,complaint_date,complaint_type,priority,status,location,resolution_date,resolution_hours,customer_satisfied
COMP-00756,CUST-00071,2024-04-29 00:00:00,Service-Interruption,Critical,Resolved,Zone-C-South,2024-04-29 02:31:50,2.5,Yes
COMP-00869,CUST-00548,2024-04-29 00:00:00,Other,Low,Closed,Station-04-Residential-South,2024-05-05 02:10:29,146.2,Yes
COMP-00884,CUST-03921,2024-04-29 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-05-01 19:22:51,67.4,Pending
COMP-00953,CUST-04640,2024-04-29 00:00:00,High-Bill,Medium,Closed,Zone-F-Industrial,2024-04-30 13:20:37,37.3,No
COMP-01139,CUST-00458,2024-04-29 00:00:00,High-Bill,Medium,Resolved,Station-11-Suburb-East,2024-05-01 17:06:27,65.1,No
COMP-01354,CUST-02142,2024-04-29 00:00:00,Water-Quality,High,Closed,Station-10-Port,2024-04-30 10:45:41,34.8,No
COMP-01937,CUST-02212,2024-04-29 00:00:00,Meter-Issue,Medium,Resolved,Station-05-Coastal,2024-05-01 08:09:08,56.2,Yes
COMP-00315,CUST-04609,2024-04-30 00:00:00,Leak-Reported,High,Closed,Zone-C-South,2024-05-01 15:34:56,39.6,No
COMP-00705,CUST-04835,2024-04-30 00:00:00,Billing-Error,Medium,Closed,Station-06-Airport,2024-05-03 08:08:52,80.1,No
COMP-00787,CUST-04747,2024-04-30 00:00:00,High-Bill,High,Closed,Station-06-Airport,2024-04-30 08:52:08,8.9,Pending
COMP-01089,CUST-02637,2024-04-30 00:00:00,Service-Interruption,Medium,Resolved,Station-09-Mall,2024-05-01 05:11:09,29.2,Pending
COMP-01145,CUST-01466,2024-04-30 00:00:00,High-Bill,High,Open,Station-10-Port,,,
COMP-01268,CUST-03106,2024-04-30 00:00:00,Billing-Error,Low,Closed,Zone-G-Coastal,2024-05-04 15:46:49,111.8,Pending
COMP-01477,CUST-03224,2024-04-30 00:00:00,High-Bill,Medium,Open,Station-09-Mall,,,
COMP-01723,CUST-03923,2024-04-30 00:00:00,Customer-Service,Low,Closed,Zone-A-Downtown,2024-05-04 22:29:42,118.5,Pending
COMP-01871,CUST-02026,2024-04-30 00:00:00,Service-Interruption,High,Closed,Station-09-Mall,2024-05-01 13:28:27,37.5,Yes
COMP-00414,CUST-02211,2024-05-01 00:00:00,Low-Pressure,High,In-Progress,Station-10-Port,,,
COMP-00511,CUST-03831,2024-05-01 00:00:00,High-Bill,Critical,Closed,Station-12-Suburb-West,2024-05-01 10:27:37,10.5,Pending
COMP-00887,CUST-01785,2024-05-01 00:00:00,Meter-Issue,Medium,Resolved,Zone-A-Downtown,2024-05-02 04:49:24,28.8,No
COMP-00888,CUST-03510,2024-05-01 00:00:00,High-Bill,High,Closed,Station-01-Downtown,2024-05-01 20:40:25,20.7,Pending
COMP-01822,CUST-04179,2024-05-01 00:00:00,Service-Interruption,High,Closed,Station-06-Airport,2024-05-02 13:59:52,38.0,No
COMP-01823,CUST-03662,2024-05-01 00:00:00,High-Bill,Medium,Closed,Zone-A-Downtown,2024-05-05 07:12:04,103.2,Pending
COMP-00164,CUST-04888,2024-05-02 00:00:00,High-Bill,Medium,Closed,Station-01-Downtown,2024-05-05 22:10:20,94.2,Pending
COMP-00390,CUST-01396,2024-05-02 00:00:00,Low-Pressure,High,Closed,Station-11-Suburb-East,2024-05-02 18:37:00,18.6,No
COMP-01022,CUST-03896,2024-05-02 00:00:00,High-Bill,Low,Resolved,Station-03-Residential-North,2024-05-04 13:15:08,61.3,No
COMP-01504,CUST-01423,2024-05-02 00:00:00,Meter-Issue,High,Closed,Zone-D-East,2024-05-02 14:13:51,14.2,No
COMP-00425,CUST-00914,2024-05-03 00:00:00,Connection-Request,Medium,Resolved,Zone-B-North,2024-05-07 09:19:19,105.3,Yes
COMP-00577,CUST-02644,2024-05-03 00:00:00,Billing-Error,Medium,Closed,Station-04-Residential-South,2024-05-06 16:55:29,88.9,No
COMP-00980,CUST-03160,2024-05-03 00:00:00,Meter-Issue,Low,Resolved,Station-06-Airport,2024-05-10 03:01:45,171.0,Yes
COMP-01517,CUST-03804,2024-05-03 00:00:00,High-Bill,Medium,Closed,Station-12-Suburb-West,2024-05-07 23:49:13,119.8,Pending
COMP-01606,CUST-03449,2024-05-03 00:00:00,High-Bill,High,Resolved,Station-06-Airport,2024-05-03 07:47:21,7.8,No
COMP-00086,CUST-04105,2024-05-04 00:00:00,High-Bill,Medium,Closed,Zone-A-Downtown,2024-05-07 00:10:34,72.2,No
COMP-00229,CUST-01347,2024-05-04 00:00:00,Connection-Request,Low,Resolved,Zone-E-West,2024-05-12 21:34:04,213.6,Pending
COMP-00395,CUST-04896,2024-05-04 00:00:00,Billing-Error,Medium,Closed,Zone-H-Hills,2024-05-06 17:33:34,65.6,Pending
COMP-00399,CUST-03733,2024-05-04 00:00:00,Water-Quality,High,Closed,Zone-A-Downtown,2024-05-04 21:34:02,21.6,Pending
COMP-00522,CUST-04168,2024-05-04 00:00:00,Billing-Error,Low,Closed,Station-07-Hospital,2024-05-08 13:19:09,109.3,Yes
COMP-00620,CUST-04710,2024-05-04 00:00:00,Meter-Issue,Medium,Closed,Station-06-Airport,2024-05-08 17:21:34,113.4,No
COMP-00788,CUST-00974,2024-05-04 00:00:00,Billing-Error,High,Closed,Station-07-Hospital,2024-05-05 03:37:05,27.6,Pending
COMP-01272,CUST-00414,2024-05-04 00:00:00,Connection-Request,Low,Closed,Station-07-Hospital,2024-05-10 01:33:54,145.6,Pending
COMP-01852,CUST-01672,2024-05-04 00:00:00,High-Bill,Medium,Resolved,Station-08-University,2024-05-05 02:57:02,27.0,Yes
COMP-00010,CUST-04673,2024-05-05 00:00:00,Leak-Reported,High,Closed,Station-02-Industrial,2024-05-06 10:37:32,34.6,Yes
COMP-00298,CUST-03564,2024-05-05 00:00:00,Billing-Error,Medium,Resolved,Station-06-Airport,2024-05-08 23:13:51,95.2,Yes
COMP-00457,CUST-01248,2024-05-05 00:00:00,Low-Pressure,Critical,Closed,Zone-H-Hills,2024-05-05 05:01:21,5.0,No
COMP-00691,CUST-00597,2024-05-05 00:00:00,High-Bill,High,Closed,Station-05-Coastal,2024-05-05 16:17:54,16.3,Yes
COMP-01138,CUST-04351,2024-05-05 00:00:00,Connection-Request,Low,Resolved,Zone-C-South,2024-05-13 12:40:33,204.7,Yes
COMP-01605,CUST-04553,2024-05-05 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-05-06 16:01:13,40.0,Pending
COMP-01887,CUST-02499,2024-05-05 00:00:00,Leak-Reported,Medium,Closed,Station-07-Hospital,2024-05-08 19:43:32,91.7,Pending
COMP-00006,CUST-03618,2024-05-06 00:00:00,Water-Quality,Medium,Closed,Station-12-Suburb-West,2024-05-08 12:41:49,60.7,Pending
COMP-00304,CUST-02797,2024-05-06 00:00:00,High-Bill,Medium,Closed,Zone-G-Coastal,2024-05-10 12:06:18,108.1,Yes
COMP-00413,CUST-00176,2024-05-06 00:00:00,Water-Quality,High,Closed,Station-07-Hospital,2024-05-07 23:47:55,47.8,No
COMP-00487,CUST-04029,2024-05-06 00:00:00,High-Bill,Critical,Closed,Station-02-Industrial,2024-05-06 03:10:11,3.2,Pending
COMP-00584,CUST-04947,2024-05-06 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-05-10 05:53:48,101.9,Yes
COMP-01365,CUST-04102,2024-05-06 00:00:00,Billing-Error,Low,Resolved,Station-11-Suburb-East,2024-05-13 17:18:02,185.3,Pending
COMP-01384,CUST-04704,2024-05-06 00:00:00,Billing-Error,Critical,Closed,Station-10-Port,2024-05-06 04:18:55,4.3,No
COMP-01518,CUST-02838,2024-05-06 00:00:00,Billing-Error,Medium,Closed,Station-10-Port,2024-05-10 22:28:32,118.5,No
COMP-01806,CUST-03932,2024-05-06 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-05-08 16:44:27,64.7,Pending
COMP-01914,CUST-04698,2024-05-06 00:00:00,High-Bill,High,Closed,Zone-E-West,2024-05-07 05:55:57,29.9,No
COMP-02000,CUST-01234,2024-05-06 00:00:00,Water-Quality,High,Resolved,Station-03-Residential-North,2024-05-07 12:25:39,36.4,Yes
COMP-00325,CUST-04301,2024-05-07 00:00:00,High-Bill,Medium,Closed,Zone-D-East,2024-05-09 12:44:43,60.7,Pending
COMP-00498,CUST-02133,2024-05-07 00:00:00,Billing-Error,Low,Resolved,Station-02-Industrial,2024-05-15 05:41:37,197.7,Yes
COMP-00832,CUST-02710,2024-05-07 00:00:00,Leak-Reported,High,In-Progress,Zone-A-Downtown,,,
COMP-01098,CUST-01010,2024-05-07 00:00:00,Water-Quality,Critical,Closed,Zone-G-Coastal,2024-05-07 10:55:12,10.9,No
COMP-01490,CUST-04481,2024-05-07 00:00:00,Service-Interruption,Medium,Closed,Zone-B-North,2024-05-08 00:46:21,24.8,Yes
COMP-01508,CUST-04527,2024-05-07 00:00:00,Water-Quality,Medium,Resolved,Zone-D-East,2024-05-08 15:08:38,39.1,Pending
COMP-01843,CUST-02585,2024-05-07 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-05-07 23:10:13,23.2,No
COMP-00045,CUST-04667,2024-05-08 00:00:00,Connection-Request,Low,Resolved,Station-05-Coastal,2024-05-12 05:56:13,101.9,No
COMP-00318,CUST-03278,2024-05-08 00:00:00,Meter-Issue,Medium,Closed,Zone-E-West,2024-05-12 07:58:47,104.0,Yes
COMP-00895,CUST-03319,2024-05-08 00:00:00,Service-Interruption,Low,Closed,Zone-F-Industrial,2024-05-13 03:47:30,123.8,No
COMP-00929,CUST-00071,2024-05-08 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-05-09 04:30:27,28.5,Pending
COMP-01221,CUST-02119,2024-05-08 00:00:00,High-Bill,Critical,Closed,Station-08-University,2024-05-08 03:17:04,3.3,Pending
COMP-01553,CUST-01740,2024-05-08 00:00:00,High-Bill,Medium,Closed,Zone-F-Industrial,2024-05-09 08:45:11,32.8,No
COMP-01555,CUST-02284,2024-05-08 00:00:00,Service-Interruption,High,Resolved,Station-08-University,2024-05-09 05:01:21,29.0,Yes
COMP-01558,CUST-03645,2024-05-08 00:00:00,Billing-Error,Medium,Closed,Zone-B-North,2024-05-12 17:22:05,113.4,Pending
COMP-01802,CUST-00659,2024-05-08 00:00:00,Leak-Reported,High,Closed,Station-09-Mall,2024-05-08 13:03:24,13.1,Pending
COMP-01858,CUST-04716,2024-05-08 00:00:00,Service-Interruption,High,Closed,Station-05-Coastal,2024-05-09 17:03:05,41.1,Pending
COMP-00089,CUST-01470,2024-05-09 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-05-10 14:18:22,38.3,Pending
COMP-00757,CUST-02571,2024-05-09 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-05-10 11:39:37,35.7,Pending
COMP-00889,CUST-04617,2024-05-09 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-05-09 05:17:45,5.3,Pending
COMP-01305,CUST-02159,2024-05-09 00:00:00,Billing-Error,Medium,Resolved,Station-10-Port,2024-05-11 20:27:54,68.5,No
COMP-01601,CUST-04784,2024-05-09 00:00:00,Connection-Request,Medium,Closed,Zone-B-North,2024-05-12 11:06:20,83.1,Yes
COMP-01727,CUST-03439,2024-05-09 00:00:00,Low-Pressure,Critical,Closed,Station-06-Airport,2024-05-09 08:00:46,8.0,Pending
COMP-00040,CUST-01320,2024-05-10 00:00:00,Billing-Error,Medium,Closed,Station-06-Airport,2024-05-14 03:01:25,99.0,Pending
COMP-00159,CUST-04448,2024-05-10 00:00:00,Leak-Reported,Medium,Open,Zone-D-East,,,
COMP-00784,CUST-00477,2024-05-10 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-05-10 07:33:34,7.6,No
COMP-01131,CUST-04155,2024-05-10 00:00:00,High-Bill,Medium,In-Progress,Station-11-Suburb-East,,,
COMP-01379,CUST-00604,2024-05-10 00:00:00,Billing-Error,Low,Closed,Station-11-Suburb-East,2024-05-15 22:04:50,142.1,No
COMP-01539,CUST-01171,2024-05-10 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-05-13 18:58:55,91.0,Yes
COMP-01611,CUST-03501,2024-05-10 00:00:00,Billing-Error,Low,Closed,Zone-B-North,2024-05-19 12:10:35,228.2,No
COMP-01642,CUST-03979,2024-05-10 00:00:00,High-Bill,High,Resolved,Zone-D-East,2024-05-10 12:47:21,12.8,Pending
COMP-01748,CUST-02197,2024-05-10 00:00:00,Customer-Service,Low,Closed,Station-06-Airport,2024-05-15 02:08:56,122.1,Pending
COMP-01886,CUST-02957,2024-05-10 00:00:00,High-Bill,Low,Closed,Station-04-Residential-South,2024-05-19 02:19:43,218.3,Yes
COMP-01965,CUST-01443,2024-05-10 00:00:00,Billing-Error,Low,Resolved,Station-05-Coastal,2024-05-17 08:24:55,176.4,Pending
COMP-00050,CUST-02261,2024-05-11 00:00:00,Low-Pressure,High,Resolved,Station-11-Suburb-East,2024-05-12 08:30:55,32.5,Pending
COMP-00166,CUST-01863,2024-05-11 00:00:00,Low-Pressure,High,Closed,Station-07-Hospital,2024-05-12 12:29:58,36.5,No
COMP-00335,CUST-04125,2024-05-11 00:00:00,Water-Quality,High,Closed,Station-02-Industrial,2024-05-11 16:26:43,16.4,Yes
COMP-00417,CUST-04492,2024-05-11 00:00:00,High-Bill,Medium,Closed,Zone-F-Industrial,2024-05-15 05:53:13,101.9,Pending
COMP-00462,CUST-01974,2024-05-11 00:00:00,Service-Interruption,Medium,Resolved,Station-06-Airport,2024-05-13 16:13:21,64.2,Yes
COMP-00504,CUST-01608,2024-05-11 00:00:00,High-Bill,Low,Closed,Station-12-Suburb-West,2024-05-20 02:01:28,218.0,Yes
COMP-00710,CUST-04226,2024-05-11 00:00:00,Water-Quality,Critical,Resolved,Zone-D-East,2024-05-11 06:24:58,6.4,Yes
COMP-00856,CUST-02762,2024-05-11 00:00:00,Leak-Reported,Low,Closed,Zone-E-West,2024-05-13 03:24:45,51.4,No
COMP-00942,CUST-01674,2024-05-11 00:00:00,Meter-Issue,Low,Closed,Zone-B-North,2024-05-15 02:16:07,98.3,No
COMP-00973,CUST-03634,2024-05-11 00:00:00,Leak-Reported,High,Closed,Station-09-Mall,2024-05-11 16:59:04,17.0,No
COMP-01023,CUST-03317,2024-05-11 00:00:00,Service-Interruption,Medium,Closed,Station-12-Suburb-West,2024-05-15 04:22:29,100.4,No
COMP-01201,CUST-03042,2024-05-11 00:00:00,Connection-Request,Medium,Resolved,Station-07-Hospital,2024-05-12 02:54:39,26.9,Yes
COMP-01293,CUST-01318,2024-05-11 00:00:00,Water-Quality,High,Closed,Zone-F-Industrial,2024-05-11 07:16:45,7.3,Yes
COMP-01809,CUST-04640,2024-05-11 00:00:00,Service-Interruption,Medium,Closed,Station-03-Residential-North,2024-05-14 14:20:45,86.3,Yes
COMP-00032,CUST-04770,2024-05-12 00:00:00,Billing-Error,Low,Resolved,Station-01-Downtown,2024-05-14 19:15:47,67.3,No
COMP-00180,CUST-03906,2024-05-12 00:00:00,Connection-Request,Medium,Closed,Zone-F-Industrial,2024-05-15 23:10:36,95.2,No
COMP-00632,CUST-01223,2024-05-12 00:00:00,Customer-Service,High,Closed,Station-06-Airport,2024-05-12 10:52:56,10.9,Yes
COMP-00656,CUST-01856,2024-05-12 00:00:00,Leak-Reported,Medium,Closed,Station-09-Mall,2024-05-15 23:28:32,95.5,Yes
COMP-00830,CUST-04085,2024-05-12 00:00:00,Other,Medium,Closed,Station-12-Suburb-West,2024-05-16 02:31:33,98.5,Pending
COMP-00835,CUST-03925,2024-05-12 00:00:00,Billing-Error,Low,Closed,Zone-F-Industrial,2024-05-16 18:04:53,114.1,Yes
COMP-00931,CUST-00971,2024-05-12 00:00:00,Billing-Error,Medium,Closed,Zone-D-East,2024-05-16 07:11:45,103.2,Yes
COMP-01079,CUST-04359,2024-05-12 00:00:00,High-Bill,Medium,Closed,Station-03-Residential-North,2024-05-16 09:11:57,105.2,No
COMP-01104,CUST-02632,2024-05-12 00:00:00,Connection-Request,Medium,Resolved,Station-01-Downtown,2024-05-13 03:43:14,27.7,Pending
COMP-01423,CUST-01614,2024-05-12 00:00:00,Water-Quality,High,Closed,Zone-H-Hills,2024-05-13 06:56:06,30.9,Pending
COMP-01769,CUST-03995,2024-05-12 00:00:00,Low-Pressure,High,Closed,Station-06-Airport,2024-05-12 22:50:24,22.8,No
COMP-00027,CUST-03745,2024-05-13 00:00:00,Low-Pressure,Low,Closed,Station-07-Hospital,2024-05-18 09:41:39,129.7,Pending
COMP-00480,CUST-02086,2024-05-13 00:00:00,High-Bill,High,Open,Station-10-Port,,,
COMP-00618,CUST-00236,2024-05-13 00:00:00,Meter-Issue,Medium,In-Progress,Station-10-Port,,,
COMP-01037,CUST-01918,2024-05-13 00:00:00,Billing-Error,Low,Closed,Zone-H-Hills,2024-05-15 17:36:04,65.6,No
COMP-01153,CUST-01969,2024-05-13 00:00:00,Low-Pressure,High,Closed,Station-04-Residential-South,2024-05-13 16:34:07,16.6,Pending
COMP-01320,CUST-04298,2024-05-13 00:00:00,Billing-Error,Low,Closed,Station-11-Suburb-East,2024-05-19 03:10:49,147.2,Pending
COMP-01516,CUST-02140,2024-05-13 00:00:00,Billing-Error,Medium,Closed,Station-04-Residential-South,2024-05-17 23:45:08,119.8,No
COMP-01587,CUST-02326,2024-05-13 00:00:00,Leak-Reported,Critical,Closed,Station-07-Hospital,2024-05-13 05:56:19,5.9,Pending
COMP-01891,CUST-04561,2024-05-13 00:00:00,High-Bill,High,Resolved,Station-02-Industrial,2024-05-13 23:02:25,23.0,Pending
COMP-00133,CUST-04067,2024-05-14 00:00:00,Connection-Request,Low,Closed,Zone-A-Downtown,2024-05-16 06:26:59,54.4,No
COMP-00198,CUST-02386,2024-05-14 00:00:00,High-Bill,Critical,Closed,Station-06-Airport,2024-05-14 06:40:42,6.7,Pending
COMP-00389,CUST-00283,2024-05-14 00:00:00,Low-Pressure,Low,Resolved,Zone-H-Hills,2024-05-17 05:41:40,77.7,Pending
COMP-00805,CUST-00418,2024-05-14 00:00:00,High-Bill,High,Closed,Station-06-Airport,2024-05-15 05:48:36,29.8,No
COMP-00825,CUST-02331,2024-05-14 00:00:00,Water-Quality,Critical,Closed,Zone-D-East,2024-05-14 11:43:54,11.7,No
COMP-01415,CUST-01383,2024-05-14 00:00:00,High-Bill,High,Resolved,Zone-B-North,2024-05-14 16:31:45,16.5,Pending
COMP-01509,CUST-04565,2024-05-14 00:00:00,Customer-Service,High,Resolved,Station-04-Residential-South,2024-05-15 21:28:35,45.5,Yes
COMP-01725,CUST-03042,2024-05-14 00:00:00,Low-Pressure,High,Resolved,Zone-D-East,2024-05-15 03:31:56,27.5,No
COMP-00126,CUST-01258,2024-05-15 00:00:00,Leak-Reported,Medium,Open,Zone-H-Hills,,,
COMP-00181,CUST-01496,2024-05-15 00:00:00,Meter-Issue,Medium,Resolved,Zone-H-Hills,2024-05-19 15:18:57,111.3,Pending
COMP-00300,CUST-00473,2024-05-15 00:00:00,High-Bill,Medium,Resolved,Zone-A-Downtown,2024-05-16 17:52:03,41.9,Pending
COMP-00460,CUST-03418,2024-05-15 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-05-15 08:11:44,8.2,Pending
COMP-00786,CUST-03430,2024-05-15 00:00:00,High-Bill,Medium,Closed,Station-05-Coastal,2024-05-16 00:36:36,24.6,Yes
COMP-01180,CUST-01794,2024-05-15 00:00:00,Billing-Error,Critical,Closed,Zone-G-Coastal,2024-05-15 08:49:51,8.8,Pending
COMP-01181,CUST-00267,2024-05-15 00:00:00,Low-Pressure,High,Closed,Station-09-Mall,2024-05-15 19:45:31,19.8,Pending
COMP-01195,CUST-03274,2024-05-15 00:00:00,Low-Pressure,Critical,Closed,Zone-B-North,2024-05-15 10:46:52,10.8,Pending
COMP-01457,CUST-04446,2024-05-15 00:00:00,High-Bill,High,Resolved,Zone-F-Industrial,2024-05-16 02:44:51,26.7,No
COMP-00342,CUST-03710,2024-05-16 00:00:00,Low-Pressure,High,Closed,Station-05-Coastal,2024-05-17 08:04:21,32.1,Pending
COMP-00508,CUST-02114,2024-05-16 00:00:00,High-Bill,Medium,Closed,Station-05-Coastal,2024-05-19 04:40:43,76.7,Yes
COMP-00579,CUST-03709,2024-05-16 00:00:00,High-Bill,Medium,Closed,Station-04-Residential-South,2024-05-18 12:59:54,61.0,No
COMP-00602,CUST-00206,2024-05-16 00:00:00,Low-Pressure,High,Resolved,Zone-B-North,2024-05-16 14:19:12,14.3,Pending
COMP-00686,CUST-02540,2024-05-16 00:00:00,Leak-Reported,Medium,Closed,Station-04-Residential-South,2024-05-18 04:40:22,52.7,No
COMP-01008,CUST-00341,2024-05-16 00:00:00,High-Bill,Medium,Resolved,Station-02-Industrial,2024-05-19 15:09:53,87.2,Pending
COMP-01228,CUST-01800,2024-05-16 00:00:00,Service-Interruption,Critical,Closed,Zone-H-Hills,2024-05-16 08:30:47,8.5,Yes
COMP-01230,CUST-04055,2024-05-16 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-05-17 02:58:47,27.0,No
COMP-01744,CUST-01038,2024-05-16 00:00:00,Billing-Error,Medium,Closed,Station-07-Hospital,2024-05-20 16:40:34,112.7,Yes
COMP-01821,CUST-00734,2024-05-16 00:00:00,Billing-Error,Medium,Closed,Zone-D-East,2024-05-17 22:23:34,46.4,No
COMP-00330,CUST-00097,2024-05-17 00:00:00,Service-Interruption,Critical,Resolved,Station-11-Suburb-East,2024-05-17 03:45:51,3.8,No
COMP-00494,CUST-01752,2024-05-17 00:00:00,Service-Interruption,High,Resolved,Zone-C-South,2024-05-18 00:04:54,24.1,No
COMP-01400,CUST-04273,2024-05-17 00:00:00,Water-Quality,High,Resolved,Station-12-Suburb-West,2024-05-17 21:51:35,21.9,Pending
COMP-01401,CUST-00310,2024-05-17 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-05-20 15:05:35,87.1,Pending
COMP-01878,CUST-03709,2024-05-17 00:00:00,Billing-Error,Low,Resolved,Zone-F-Industrial,2024-05-24 01:29:43,169.5,Pending
COMP-01920,CUST-00393,2024-05-17 00:00:00,Customer-Service,Medium,In-Progress,Zone-C-South,,,
COMP-00258,CUST-01941,2024-05-18 00:00:00,Service-Interruption,Critical,Resolved,Zone-G-Coastal,2024-05-18 02:02:35,2.0,Yes
COMP-00373,CUST-01126,2024-05-18 00:00:00,Low-Pressure,Critical,Closed,Zone-B-North,2024-05-18 08:15:46,8.3,Yes
COMP-00450,CUST-01557,2024-05-18 00:00:00,High-Bill,Medium,In-Progress,Zone-E-West,,,
COMP-00456,CUST-02636,2024-05-18 00:00:00,Billing-Error,Medium,Closed,Station-03-Residential-North,2024-05-21 12:46:00,84.8,Pending
COMP-00591,CUST-01318,2024-05-18 00:00:00,Leak-Reported,Medium,Resolved,Zone-H-Hills,2024-05-21 15:25:47,87.4,Yes
COMP-00592,CUST-01666,2024-05-18 00:00:00,Customer-Service,Medium,Closed,Station-06-Airport,2024-05-20 14:09:28,62.2,Yes
COMP-00731,CUST-03201,2024-05-18 00:00:00,Customer-Service,Low,Closed,Station-04-Residential-South,2024-05-23 06:54:37,126.9,Yes
COMP-00913,CUST-03396,2024-05-18 00:00:00,Low-Pressure,Medium,Closed,Station-11-Suburb-East,2024-05-22 06:20:45,102.3,Yes
COMP-00998,CUST-01706,2024-05-18 00:00:00,High-Bill,High,Closed,Station-10-Port,2024-05-19 13:20:01,37.3,Pending
COMP-01069,CUST-02571,2024-05-18 00:00:00,Water-Quality,Critical,Closed,Station-01-Downtown,2024-05-18 06:31:01,6.5,Pending
COMP-01159,CUST-01799,2024-05-18 00:00:00,Service-Interruption,High,Closed,Station-09-Mall,2024-05-18 05:49:57,5.8,Yes
COMP-01418,CUST-03058,2024-05-18 00:00:00,Customer-Service,Medium,Open,Zone-A-Downtown,,,
COMP-00275,CUST-04404,2024-05-19 00:00:00,Billing-Error,Medium,Closed,Station-11-Suburb-East,2024-05-21 09:10:16,57.2,Yes
COMP-00561,CUST-03149,2024-05-19 00:00:00,Meter-Issue,Low,Resolved,Station-09-Mall,2024-05-23 23:36:55,119.6,No
COMP-01351,CUST-04414,2024-05-19 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-05-21 17:16:22,65.3,Pending
COMP-01689,CUST-04367,2024-05-19 00:00:00,Leak-Reported,High,Resolved,Station-04-Residential-South,2024-05-19 06:48:08,6.8,Pending
COMP-01904,CUST-00203,2024-05-19 00:00:00,Service-Interruption,High,Open,Zone-E-West,,,
COMP-01922,CUST-01172,2024-05-19 00:00:00,Low-Pressure,Medium,Closed,Zone-E-West,2024-05-23 13:19:34,109.3,Pending
COMP-00183,CUST-00254,2024-05-20 00:00:00,Water-Quality,High,Closed,Station-07-Hospital,2024-05-20 23:43:34,23.7,No
COMP-00296,CUST-04343,2024-05-20 00:00:00,Water-Quality,Low,Closed,Station-12-Suburb-West,2024-05-24 14:16:26,110.3,Pending
COMP-00613,CUST-02969,2024-05-20 00:00:00,Low-Pressure,High,Closed,Station-07-Hospital,2024-05-21 03:08:30,27.1,Pending
COMP-00937,CUST-00203,2024-05-20 00:00:00,Water-Quality,High,Resolved,Zone-D-East,2024-05-20 09:28:04,9.5,Yes
COMP-01040,CUST-00565,2024-05-20 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-05-24 01:33:38,97.6,Pending
COMP-01054,CUST-02722,2024-05-20 00:00:00,High-Bill,High,Resolved,Zone-C-South,2024-05-21 13:34:19,37.6,Yes
COMP-01200,CUST-02004,2024-05-20 00:00:00,High-Bill,Medium,Closed,Station-04-Residential-South,2024-05-24 13:17:37,109.3,Yes
COMP-01306,CUST-03717,2024-05-20 00:00:00,Billing-Error,High,Closed,Station-04-Residential-South,2024-05-20 18:11:00,18.2,Pending
COMP-01431,CUST-02139,2024-05-20 00:00:00,Billing-Error,Medium,Closed,Station-10-Port,2024-05-23 05:05:24,77.1,Yes
COMP-01469,CUST-02789,2024-05-20 00:00:00,High-Bill,Medium,Closed,Zone-D-East,2024-05-23 23:04:56,95.1,No
COMP-01538,CUST-02084,2024-05-20 00:00:00,Low-Pressure,Low,Closed,Station-11-Suburb-East,2024-05-23 06:37:01,78.6,Yes
COMP-01827,CUST-01835,2024-05-20 00:00:00,Low-Pressure,High,Open,Zone-H-Hills,,,
COMP-01945,CUST-00081,2024-05-20 00:00:00,High-Bill,Medium,Resolved,Zone-D-East,2024-05-21 07:46:19,31.8,No
COMP-00073,CUST-00815,2024-05-21 00:00:00,Meter-Issue,Medium,Closed,Zone-H-Hills,2024-05-25 13:21:42,109.4,Yes
COMP-00441,CUST-01705,2024-05-21 00:00:00,Water-Quality,High,Closed,Zone-A-Downtown,2024-05-21 13:34:46,13.6,Pending
COMP-00643,CUST-00166,2024-05-21 00:00:00,High-Bill,Medium,Closed,Station-02-Industrial,2024-05-22 00:35:30,24.6,No
COMP-00746,CUST-04724,2024-05-21 00:00:00,Water-Quality,Medium,In-Progress,Station-05-Coastal,,,
COMP-01144,CUST-02574,2024-05-21 00:00:00,Billing-Error,High,In-Progress,Station-01-Downtown,,,
COMP-01178,CUST-04762,2024-05-21 00:00:00,High-Bill,Low,In-Progress,Station-03-Residential-North,,,
COMP-01453,CUST-03870,2024-05-21 00:00:00,Leak-Reported,High,Closed,Zone-C-South,2024-05-22 04:59:00,29.0,Yes
COMP-01459,CUST-01488,2024-05-21 00:00:00,Customer-Service,Low,Resolved,Zone-A-Downtown,2024-05-23 04:51:57,52.9,Pending
