⚠️ File truncated for preview (showing first 0.5MB of 0.8MB)
────────────────────────────────────────────────────────────

asset_id,asset_type,install_date,age_years,maintenance_date,maintenance_type,failure_mode,downtime_hours,cost_usd,parts_replaced,priority,completed
Valve-0190,Valve,2014-04-28,3.9,2018-03-24,Preventive,,3.6,830.17,No,Normal,Yes
Sensor-0698,Sensor,2016-05-05,1.9,2018-03-24,Emergency,Bearing-Failure,13.0,6563.6,Yes,Critical,Yes
Sensor-0818,Sensor,2017-11-24,0.3,2018-03-24,Preventive,,3.7,1072.99,No,Normal,Yes
Valve-0171,Valve,2016-12-07,1.3,2018-03-25,Preventive,,1.3,559.19,No,Normal,Yes
Chlorinator-0537,Chlorinator,2014-03-31,4.0,2018-03-25,Inspection,,0.8,258.09,No,Normal,Yes
Sensor-0739,Sensor,2015-01-28,3.2,2018-03-25,Emergency,Calibration-Drift,26.3,24010.38,No,Critical,Yes
Sensor-0808,Sensor,2015-05-08,2.9,2018-03-25,Preventive,,1.2,955.54,No,Normal,Yes
Meter-0839,Meter,2014-07-13,3.7,2018-03-26,Corrective,Seal-Leak,7.0,1254.37,No,High,Yes
Pump-0038,Pump,2014-02-28,4.1,2018-03-27,Preventive,,2.9,643.25,No,Normal,Yes
Valve-0219,Valve,2014-03-31,4.0,2018-03-27,Preventive,,3.1,1345.75,No,Normal,Yes
Meter-0894,Meter,2014-09-12,3.5,2018-03-27,Emergency,Electrical-Fault,16.6,15465.51,No,Critical,Yes
Motor-0292,Motor,2017-02-18,1.1,2018-03-28,Corrective,Software-Error,4.8,1701.51,No,High,Yes
Pipe-Section-0430,Pipe-Section,2015-06-11,2.8,2018-03-28,Preventive,,1.5,1288.75,No,Normal,Yes
Sensor-0760,Sensor,2017-09-11,0.5,2018-03-28,Preventive,,2.7,762.01,No,Normal,Yes
Pump-0035,Pump,2016-11-14,1.4,2018-03-29,Preventive,,0.8,259.8,No,Normal,Yes
Pump-0063,Pump,2017-03-30,1.0,2018-03-29,Preventive,,3.5,1303.11,No,Normal,Yes
Chlorinator-0546,Chlorinator,2015-07-05,2.7,2018-03-29,Preventive,,3.7,1454.46,No,Normal,Yes
Filter-0645,Filter,2017-04-16,1.0,2018-03-29,Preventive,,1.3,1431.75,No,Normal,Yes
Meter-0891,Meter,2016-09-08,1.6,2018-03-29,Corrective,Software-Error,7.8,2697.18,Yes,High,Yes
Pump-0029,Pump,2017-09-11,0.5,2018-03-30,Preventive,,2.3,1191.17,No,Normal,Yes
Pump-0087,Pump,2017-09-18,0.5,2018-03-30,Preventive,,1.4,1338.1,No,Normal,Yes
Pump-0089,Pump,2016-05-10,1.9,2018-03-30,Preventive,,1.9,260.91,No,Normal,Yes
Chlorinator-0542,Chlorinator,2017-03-31,1.0,2018-03-30,Corrective,Bearing-Failure,8.8,1273.45,No,High,Yes
Meter-0848,Meter,2016-04-25,1.9,2018-03-30,Preventive,,1.0,1473.31,No,Normal,Yes
Pipe-Section-0385,Pipe-Section,2016-07-06,1.7,2018-03-31,Preventive,,2.5,807.65,No,Normal,Yes
Sensor-0753,Sensor,2015-05-19,2.9,2018-03-31,Corrective,Corrosion,6.5,2251.43,Yes,High,Yes
Pipe-Section-0394,Pipe-Section,2016-09-04,1.6,2018-04-01,Corrective,Electrical-Fault,4.1,1013.01,No,High,Yes
Pump-0084,Pump,2015-12-18,2.3,2018-04-02,Corrective,Blockage,11.5,3921.68,Yes,High,Yes
Pipe-Section-0352,Pipe-Section,2017-03-01,1.1,2018-04-02,Preventive,,3.2,853.14,No,Normal,Yes
Meter-0856,Meter,2017-06-15,0.8,2018-04-02,Corrective,Calibration-Drift,2.1,4350.88,Yes,High,Yes
Meter-0890,Meter,2014-10-09,3.5,2018-04-02,Inspection,,0.3,127.66,No,Normal,Yes
Meter-0896,Meter,2016-06-20,1.8,2018-04-02,Preventive,,0.5,765.55,No,Normal,Yes
Pipe-Section-0445,Pipe-Section,2017-02-09,1.1,2018-04-03,Calibration,,0.7,180.26,No,Normal,Yes
Pipe-Section-0483,Pipe-Section,2016-06-10,1.8,2018-04-04,Corrective,Blockage,3.6,3010.77,No,High,Yes
Meter-0873,Meter,2015-05-14,2.9,2018-04-04,Corrective,Seal-Leak,8.6,7933.17,No,High,Yes
Sensor-0835,Sensor,2017-11-26,0.4,2018-04-05,Corrective,Bearing-Failure,2.9,2448.27,Yes,High,Yes
Pump-0075,Pump,2016-02-11,2.2,2018-04-06,Preventive,,3.3,1435.23,No,Normal,Yes
Motor-0241,Motor,2017-02-19,1.1,2018-04-06,Corrective,Software-Error,5.0,2826.73,Yes,High,Yes
Chlorinator-0505,Chlorinator,2014-02-19,4.1,2018-04-06,Preventive,,3.6,1469.87,No,Normal,Yes
Pump-0078,Pump,2018-01-04,0.3,2018-04-07,Preventive,,2.8,826.27,No,Normal,Yes
Motor-0303,Motor,2016-05-27,1.9,2018-04-08,Preventive,,3.5,1098.64,No,Normal,Yes
Motor-0280,Motor,2018-01-23,0.2,2018-04-09,Preventive,,2.8,340.99,No,Normal,Yes
Pipe-Section-0420,Pipe-Section,2017-12-21,0.3,2018-04-09,Preventive,,2.1,1300.82,No,Normal,Yes
Sensor-0726,Sensor,2017-05-25,0.9,2018-04-09,Emergency,Bearing-Failure,17.0,10227.32,No,Critical,Yes
Motor-0349,Motor,2016-07-06,1.8,2018-04-10,Preventive,,3.4,285.64,No,Normal,Yes
Filter-0669,Filter,2016-05-06,1.9,2018-04-10,Preventive,,0.7,287.77,No,Normal,Yes
Filter-0683,Filter,2017-01-20,1.2,2018-04-10,Corrective,Seal-Leak,7.7,6509.24,No,High,Yes
Pump-0010,Pump,2016-05-27,1.9,2018-04-12,Emergency,Mechanical-Break,25.4,8872.09,Yes,Critical,Yes
Motor-0246,Motor,2017-05-15,0.9,2018-04-12,Corrective,Mechanical-Break,5.8,6901.68,No,High,Yes
Pipe-Section-0395,Pipe-Section,2016-05-17,1.9,2018-04-12,Corrective,Mechanical-Break,1.9,4197.33,Yes,High,Yes
Sensor-0719,Sensor,2017-10-02,0.5,2018-04-12,Preventive,,1.4,290.47,No,Normal,Yes
Motor-0332,Motor,2016-11-08,1.4,2018-04-13,Preventive,,3.7,615.9,No,Normal,Yes
Chlorinator-0553,Chlorinator,2018-02-22,0.1,2018-04-13,Corrective,Mechanical-Break,4.9,6493.78,Yes,High,Yes
Sensor-0772,Sensor,2017-04-05,1.0,2018-04-13,Preventive,,1.9,960.94,No,Normal,Yes
Meter-0860,Meter,2016-05-05,1.9,2018-04-13,Calibration,,1.4,460.75,No,Normal,Yes
Pump-0034,Pump,2018-01-29,0.2,2018-04-14,Corrective,Corrosion,4.8,6708.97,No,High,Yes
Pump-0066,Pump,2016-12-03,1.4,2018-04-14,Preventive,,3.4,908.74,No,Normal,Yes
Chlorinator-0502,Chlorinator,2017-05-30,0.9,2018-04-14,Corrective,Electrical-Fault,2.5,7814.48,Yes,High,Yes
Filter-0620,Filter,2017-10-02,0.5,2018-04-14,Preventive,,3.1,535.51,No,Normal,Yes
Chlorinator-0595,Chlorinator,2015-05-23,2.9,2018-04-15,Corrective,Software-Error,6.3,3111.12,No,High,Yes
Meter-0875,Meter,2015-03-21,3.1,2018-04-15,Preventive,,0.5,1077.06,No,Normal,Yes
Meter-0901,Meter,2016-11-22,1.4,2018-04-15,Preventive,,1.3,991.78,No,Normal,Yes
Meter-0906,Meter,2016-04-08,2.0,2018-04-15,Corrective,Corrosion,10.4,1720.43,No,High,Yes
Motor-0305,Motor,2015-07-25,2.7,2018-04-16,Preventive,,1.8,521.09,No,Normal,Yes
Pump-0081,Pump,2017-05-18,0.9,2018-04-17,Preventive,,2.9,295.05,No,Normal,Yes
Pump-0108,Pump,2015-04-24,3.0,2018-04-17,Corrective,Seal-Leak,6.9,2454.21,No,High,Yes
Valve-0164,Valve,2015-12-10,2.4,2018-04-17,Corrective,Calibration-Drift,8.0,7535.83,Yes,High,Yes
Valve-0179,Valve,2016-02-21,2.2,2018-04-17,Emergency,Bearing-Failure,28.4,24815.88,Yes,Critical,Yes
Motor-0297,Motor,2017-11-30,0.4,2018-04-17,Preventive,,2.5,248.88,No,Normal,Yes
Pipe-Section-0384,Pipe-Section,2016-03-03,2.1,2018-04-17,Preventive,,0.7,882.94,No,Normal,Yes
Filter-0611,Filter,2016-07-19,1.7,2018-04-17,Preventive,,4.0,650.22,No,Normal,Yes
Filter-0642,Filter,2014-05-26,3.9,2018-04-17,Preventive,,1.6,366.83,No,Normal,Yes
Motor-0239,Motor,2015-10-21,2.5,2018-04-18,Preventive,,1.9,474.2,No,Normal,Yes
Pump-0049,Pump,2016-04-02,2.0,2018-04-20,Preventive,,0.9,1375.94,No,Normal,Yes
Pipe-Section-0366,Pipe-Section,2015-10-15,2.5,2018-04-20,Preventive,,1.3,1316.79,No,Normal,Yes
Pipe-Section-0417,Pipe-Section,2016-06-01,1.9,2018-04-20,Preventive,,1.0,1364.52,No,Normal,Yes
Pipe-Section-0428,Pipe-Section,2017-05-09,0.9,2018-04-20,Emergency,Seal-Leak,36.9,24205.32,Yes,Critical,Yes
Chlorinator-0571,Chlorinator,2017-05-09,0.9,2018-04-20,Emergency,Corrosion,17.0,15544.96,Yes,Critical,Yes
Filter-0665,Filter,2017-08-31,0.6,2018-04-20,Preventive,,2.9,1035.67,No,Normal,Yes
Valve-0161,Valve,2016-03-17,2.1,2018-04-21,Emergency,Software-Error,23.2,21935.41,Yes,Critical,Yes
Motor-0260,Motor,2017-12-12,0.4,2018-04-21,Preventive,,2.8,1016.95,No,Normal,Yes
Sensor-0706,Sensor,2015-08-13,2.7,2018-04-21,Emergency,Electrical-Fault,28.0,12623.84,No,Critical,Yes
Pump-0071,Pump,2014-12-13,3.4,2018-04-22,Inspection,,1.7,133.94,No,Normal,Yes
Valve-0211,Valve,2016-08-03,1.7,2018-04-22,Preventive,,1.7,344.16,No,Normal,Yes
Motor-0304,Motor,2015-12-06,2.4,2018-04-22,Preventive,,1.8,278.84,No,Normal,Yes
Sensor-0720,Sensor,2014-11-21,3.4,2018-04-22,Preventive,,3.3,337.15,No,Normal,Yes
Sensor-0694,Sensor,2014-05-14,3.9,2018-04-24,Preventive,,2.2,1059.83,No,Normal,Yes
Motor-0276,Motor,2016-03-11,2.1,2018-04-25,Preventive,,3.2,844.92,No,Normal,Yes
Pipe-Section-0473,Pipe-Section,2017-03-20,1.1,2018-04-25,Corrective,Corrosion,9.2,6632.51,Yes,High,Yes
Chlorinator-0591,Chlorinator,2015-02-13,3.2,2018-04-25,Corrective,Mechanical-Break,11.1,1963.49,No,High,Yes
Sensor-0742,Sensor,2016-01-26,2.2,2018-04-25,Preventive,,2.7,532.29,No,Normal,Yes
Meter-0842,Meter,2017-03-12,1.1,2018-04-25,Preventive,,1.5,1101.52,No,Normal,Yes
Pump-0058,Pump,2015-08-24,2.7,2018-04-26,Preventive,,2.4,1473.46,No,Normal,Yes
Pump-0097,Pump,2017-12-08,0.4,2018-04-27,Emergency,Blockage,42.9,6222.39,No,Critical,Yes
Motor-0279,Motor,2014-05-16,4.0,2018-04-27,Corrective,Software-Error,1.9,3839.07,No,High,Yes
Pipe-Section-0361,Pipe-Section,2015-05-05,3.0,2018-04-27,Preventive,,3.0,204.28,No,Normal,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,2.8,2018-04-27,Preventive,,1.4,1010.46,No,Normal,Yes
Pipe-Section-0479,Pipe-Section,2014-10-09,3.6,2018-04-27,Preventive,,2.8,752.36,No,Normal,Yes
Chlorinator-0486,Chlorinator,2017-07-15,0.8,2018-04-27,Preventive,,2.0,703.53,No,Normal,Yes
Filter-0628,Filter,2016-05-04,2.0,2018-04-27,Preventive,,3.0,1393.24,No,Normal,Yes
Valve-0165,Valve,2014-04-14,4.0,2018-04-28,Preventive,,1.9,1019.05,No,Normal,Yes
Pipe-Section-0373,Pipe-Section,2014-11-06,3.5,2018-04-28,Preventive,,2.2,325.21,No,Normal,Yes
Pipe-Section-0432,Pipe-Section,2017-09-11,0.6,2018-04-29,Preventive,,3.3,1009.45,No,Normal,Yes
Filter-0623,Filter,2014-11-05,3.5,2018-04-29,Preventive,,3.0,250.74,No,Normal,Yes
Sensor-0831,Sensor,2015-07-05,2.8,2018-04-29,Calibration,,1.8,483.11,No,Normal,Yes
Valve-0209,Valve,2017-07-31,0.7,2018-04-30,Preventive,,3.0,1446.99,No,Normal,Yes
Pipe-Section-0461,Pipe-Section,2014-04-10,4.1,2018-04-30,Preventive,,3.9,784.34,No,Normal,Yes
Sensor-0687,Sensor,2015-05-19,3.0,2018-04-30,Corrective,Corrosion,3.0,3917.89,Yes,High,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,3.3,2018-05-01,Preventive,,1.3,1440.68,No,Normal,Yes
Chlorinator-0489,Chlorinator,2017-11-12,0.5,2018-05-01,Preventive,,1.4,619.14,No,Normal,Yes
Filter-0646,Filter,2017-04-15,1.0,2018-05-01,Preventive,,1.7,899.91,No,Normal,Yes
Filter-0663,Filter,2015-01-22,3.3,2018-05-01,Preventive,,1.3,867.07,No,Normal,Yes
Sensor-0780,Sensor,2016-11-06,1.5,2018-05-01,Preventive,,2.6,1241.7,No,Normal,Yes
Pump-0051,Pump,2015-01-08,3.3,2018-05-02,Preventive,,1.1,688.73,No,Normal,Yes
Pipe-Section-0482,Pipe-Section,2015-11-11,2.5,2018-05-02,Corrective,Calibration-Drift,4.9,3664.1,Yes,High,Yes
Filter-0617,Filter,2016-07-12,1.8,2018-05-02,Preventive,,2.6,768.18,No,Normal,Yes
Motor-0316,Motor,2014-04-07,4.1,2018-05-03,Preventive,,3.8,1347.19,No,Normal,Yes
Pipe-Section-0380,Pipe-Section,2014-10-12,3.6,2018-05-03,Corrective,Electrical-Fault,5.3,1594.46,Yes,High,Yes
Pipe-Section-0408,Pipe-Section,2016-01-21,2.3,2018-05-04,Corrective,Electrical-Fault,6.6,1678.29,No,High,Yes
Filter-0610,Filter,2016-08-25,1.7,2018-05-04,Corrective,Corrosion,2.3,6027.76,Yes,High,Yes
Filter-0621,Filter,2016-07-25,1.8,2018-05-04,Inspection,,0.8,210.68,No,Normal,Yes
Valve-0213,Valve,2015-06-19,2.9,2018-05-05,Preventive,,1.4,751.31,No,Normal,Yes
Chlorinator-0516,Chlorinator,2017-04-27,1.0,2018-05-05,Preventive,,1.1,955.38,No,Normal,Yes
Filter-0651,Filter,2014-08-13,3.7,2018-05-05,Corrective,Electrical-Fault,6.9,7942.05,Yes,High,Yes
Pump-0011,Pump,2015-05-20,3.0,2018-05-06,Preventive,,1.1,863.85,No,Normal,Yes
Valve-0198,Valve,2017-06-24,0.9,2018-05-06,Corrective,Wear,7.0,2719.77,Yes,High,Yes
Valve-0236,Valve,2014-05-14,4.0,2018-05-08,Preventive,,2.0,528.01,No,Normal,Yes
Valve-0138,Valve,2016-11-30,1.4,2018-05-09,Preventive,,1.5,439.06,No,Normal,Yes
Meter-0892,Meter,2016-10-16,1.6,2018-05-10,Emergency,Wear,6.3,20591.76,Yes,Critical,Yes
Pump-0001,Pump,2017-12-24,0.4,2018-05-11,Preventive,,1.4,216.09,No,Normal,Yes
Pipe-Section-0474,Pipe-Section,2015-10-14,2.6,2018-05-11,Preventive,,0.9,485.35,No,Normal,Yes
Filter-0629,Filter,2014-12-03,3.4,2018-05-12,Preventive,,3.9,968.02,No,Normal,Yes
Sensor-0787,Sensor,2018-02-08,0.3,2018-05-12,Calibration,,0.7,106.23,No,Normal,Yes
Sensor-0828,Sensor,2015-05-06,3.0,2018-05-12,Preventive,,4.0,966.95,No,Normal,Yes
Meter-0881,Meter,2016-06-03,1.9,2018-05-12,Preventive,,1.1,1257.36,No,Normal,Yes
Motor-0300,Motor,2015-03-30,3.1,2018-05-13,Corrective,Electrical-Fault,2.0,5324.34,No,High,Yes
Chlorinator-0529,Chlorinator,2018-02-12,0.2,2018-05-13,Preventive,,2.6,266.41,No,Normal,Yes
Sensor-0739,Sensor,2015-01-28,3.3,2018-05-13,Emergency,Mechanical-Break,37.1,10974.11,No,Critical,Yes
Motor-0250,Motor,2018-03-22,0.1,2018-05-14,Emergency,Calibration-Drift,22.3,14213.18,Yes,Critical,Yes
Motor-0264,Motor,2017-01-16,1.3,2018-05-14,Corrective,Seal-Leak,8.6,5874.08,Yes,High,Yes
Motor-0344,Motor,2015-10-06,2.6,2018-05-14,Preventive,,2.7,904.4,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,3.2,2018-05-14,Corrective,Blockage,10.5,1610.65,Yes,High,Yes
Valve-0175,Valve,2015-04-13,3.1,2018-05-15,Preventive,,1.5,798.62,No,Normal,Yes
Motor-0255,Motor,2017-02-28,1.2,2018-05-15,Preventive,,0.9,493.44,No,Normal,Yes
Chlorinator-0487,Chlorinator,2015-12-21,2.4,2018-05-15,Emergency,Blockage,12.5,16691.58,Yes,Critical,Yes
Chlorinator-0501,Chlorinator,2017-11-23,0.5,2018-05-15,Corrective,Wear,4.2,6316.98,No,High,Yes
Filter-0650,Filter,2014-07-27,3.8,2018-05-15,Corrective,Bearing-Failure,2.1,2826.91,Yes,High,Yes
Sensor-0700,Sensor,2018-03-13,0.2,2018-05-15,Inspection,,0.5,373.9,No,Normal,Yes
Meter-0900,Meter,2016-01-22,2.3,2018-05-15,Corrective,Bearing-Failure,8.9,4483.23,Yes,High,Yes
Pump-0035,Pump,2016-11-14,1.5,2018-05-16,Emergency,Mechanical-Break,13.0,23305.51,Yes,Critical,Yes
Pump-0082,Pump,2015-11-05,2.5,2018-05-16,Preventive,,0.5,826.75,No,Normal,Yes
Motor-0272,Motor,2016-04-21,2.1,2018-05-16,Preventive,,4.0,488.18,No,Normal,Yes
Pipe-Section-0471,Pipe-Section,2017-09-22,0.6,2018-05-16,Preventive,,2.0,786.89,No,Normal,Yes
Filter-0620,Filter,2017-10-02,0.6,2018-05-16,Preventive,,2.1,453.03,No,Normal,Yes
Valve-0178,Valve,2015-11-07,2.5,2018-05-17,Preventive,,2.1,1365.61,No,Normal,Yes
Valve-0182,Valve,2017-03-06,1.2,2018-05-17,Corrective,Bearing-Failure,9.7,2864.76,No,High,Yes
Meter-0901,Meter,2016-11-22,1.5,2018-05-17,Corrective,Seal-Leak,2.7,6594.3,Yes,High,Yes
Pump-0103,Pump,2018-01-09,0.4,2018-05-18,Preventive,,1.4,844.98,No,Normal,Yes
Valve-0141,Valve,2016-11-19,1.5,2018-05-18,Preventive,,3.4,829.79,No,Normal,Yes
Motor-0342,Motor,2017-01-14,1.3,2018-05-18,Preventive,,2.2,1133.16,No,Normal,Yes
Sensor-0705,Sensor,2017-09-12,0.7,2018-05-18,Preventive,,0.8,1468.81,No,Normal,Yes
Sensor-0773,Sensor,2016-09-29,1.6,2018-05-18,Preventive,,1.2,1123.6,No,Normal,Yes
Sensor-0809,Sensor,2018-04-10,0.1,2018-05-18,Corrective,Software-Error,10.7,7681.67,Yes,High,Yes
Sensor-0813,Sensor,2016-08-25,1.7,2018-05-19,Preventive,,3.7,1012.13,No,Normal,Yes
Sensor-0818,Sensor,2017-11-24,0.5,2018-05-19,Corrective,Software-Error,11.2,2653.74,Yes,High,Yes
Meter-0856,Meter,2017-06-15,0.9,2018-05-19,Corrective,Wear,8.7,2521.14,No,High,Yes
Motor-0271,Motor,2014-10-25,3.6,2018-05-20,Inspection,,0.6,447.86,No,Normal,Yes
Pipe-Section-0456,Pipe-Section,2018-01-10,0.4,2018-05-20,Corrective,Mechanical-Break,6.2,4535.2,No,High,Yes
Sensor-0743,Sensor,2015-07-26,2.8,2018-05-20,Preventive,,1.4,298.22,No,Normal,Yes
Pump-0104,Pump,2018-04-16,0.1,2018-05-21,Emergency,Mechanical-Break,26.4,16820.5,No,Critical,Yes
Pipe-Section-0375,Pipe-Section,2017-12-15,0.4,2018-05-21,Preventive,,3.1,1469.38,No,Normal,Yes
Pipe-Section-0379,Pipe-Section,2018-02-04,0.3,2018-05-21,Corrective,Software-Error,3.8,6844.31,Yes,High,Yes
Valve-0229,Valve,2015-02-13,3.3,2018-05-22,Emergency,Mechanical-Break,33.9,6707.28,Yes,Critical,Yes
Chlorinator-0526,Chlorinator,2016-05-25,2.0,2018-05-22,Corrective,Software-Error,4.3,6686.28,No,High,Yes
Filter-0634,Filter,2016-10-06,1.6,2018-05-22,Preventive,,0.9,1353.19,No,Normal,Yes
Sensor-0761,Sensor,2016-03-22,2.2,2018-05-22,Preventive,,2.8,339.28,No,Normal,Yes
Filter-0603,Filter,2016-08-24,1.7,2018-05-23,Preventive,,1.8,325.36,No,Normal,Yes
Filter-0640,Filter,2016-02-13,2.3,2018-05-23,Corrective,Wear,9.0,1507.58,No,High,Yes
Pump-0118,Pump,2015-05-23,3.0,2018-05-24,Preventive,,3.8,1407.46,No,Normal,Yes
Sensor-0786,Sensor,2016-07-19,1.8,2018-05-24,Corrective,Bearing-Failure,1.6,3393.49,No,High,Yes
Pump-0121,Pump,2015-06-13,3.0,2018-05-25,Corrective,Software-Error,1.6,3718.55,No,High,Yes
Valve-0143,Valve,2017-01-07,1.4,2018-05-25,Corrective,Corrosion,9.7,1651.44,Yes,High,Yes
Motor-0294,Motor,2015-07-15,2.9,2018-05-25,Preventive,,2.6,574.19,No,Normal,Yes
Meter-0855,Meter,2014-01-28,4.3,2018-05-25,Corrective,Mechanical-Break,8.9,2607.39,Yes,High,Yes
Meter-0899,Meter,2016-09-19,1.7,2018-05-25,Corrective,Bearing-Failure,7.7,2021.51,No,High,Yes
Pump-0034,Pump,2018-01-29,0.3,2018-05-26,Corrective,Seal-Leak,4.9,7641.78,No,High,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,3.2,2018-05-26,Preventive,,0.6,1400.15,No,Normal,Yes
Motor-0283,Motor,2014-01-15,4.4,2018-05-27,Preventive,,0.7,320.95,No,Normal,Yes
Motor-0308,Motor,2017-03-22,1.2,2018-05-27,Corrective,Corrosion,5.7,1287.84,No,High,Yes
Motor-0313,Motor,2015-05-30,3.0,2018-05-27,Preventive,,3.5,1425.69,No,Normal,Yes
Pipe-Section-0430,Pipe-Section,2015-06-11,3.0,2018-05-27,Preventive,,0.8,630.71,No,Normal,Yes
Chlorinator-0595,Chlorinator,2015-05-23,3.0,2018-05-27,Emergency,Wear,4.5,15263.42,Yes,Critical,Yes
Filter-0642,Filter,2014-05-26,4.0,2018-05-27,Emergency,Calibration-Drift,47.9,8766.64,No,Critical,Yes
Sensor-0691,Sensor,2016-07-12,1.9,2018-05-27,Preventive,,1.2,805.5,No,Normal,Yes
Sensor-0694,Sensor,2014-05-14,4.0,2018-05-27,Corrective,Electrical-Fault,11.6,3233.32,Yes,High,Yes
Meter-0889,Meter,2018-03-18,0.2,2018-05-27,Preventive,,0.6,1349.62,No,Normal,Yes
Motor-0303,Motor,2016-05-27,2.0,2018-05-28,Corrective,Corrosion,8.9,5067.37,No,High,Yes
Motor-0347,Motor,2018-02-03,0.3,2018-05-28,Preventive,,2.0,1172.64,No,Normal,Yes
Sensor-0774,Sensor,2017-09-19,0.7,2018-05-28,Emergency,Blockage,22.0,7347.41,No,Critical,Yes
Valve-0206,Valve,2016-10-06,1.6,2018-05-29,Preventive,,0.8,966.68,No,Normal,Yes
Pipe-Section-0417,Pipe-Section,2016-06-01,2.0,2018-05-29,Corrective,Software-Error,10.8,7699.43,Yes,High,Yes
Chlorinator-0564,Chlorinator,2017-03-07,1.2,2018-05-29,Corrective,Wear,4.0,4215.6,Yes,High,Yes
Chlorinator-0557,Chlorinator,2016-08-22,1.8,2018-05-30,Preventive,,3.1,704.02,No,Normal,Yes
Filter-0641,Filter,2017-06-02,1.0,2018-05-30,Corrective,Mechanical-Break,10.7,4926.97,No,High,Yes
Sensor-0706,Sensor,2015-08-13,2.8,2018-05-30,Emergency,Software-Error,22.8,7644.91,Yes,Critical,Yes
Meter-0838,Meter,2017-02-19,1.3,2018-05-30,Preventive,,3.4,553.05,No,Normal,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,3.4,2018-05-31,Preventive,,1.4,1151.28,No,Normal,Yes
Pipe-Section-0480,Pipe-Section,2016-11-11,1.6,2018-05-31,Preventive,,3.8,859.96,No,Normal,Yes
Chlorinator-0534,Chlorinator,2017-11-26,0.5,2018-05-31,Preventive,,1.3,1394.3,No,Normal,Yes
Meter-0850,Meter,2016-09-11,1.7,2018-05-31,Corrective,Corrosion,2.2,5755.17,No,High,Yes
Pump-0020,Pump,2015-07-22,2.9,2018-06-01,Preventive,,2.0,1313.51,No,Normal,Yes
Valve-0176,Valve,2016-07-11,1.9,2018-06-01,Preventive,,0.8,665.35,No,Normal,Yes
Valve-0171,Valve,2016-12-07,1.5,2018-06-02,Emergency,Wear,13.4,17887.65,No,Critical,Yes
Pump-0033,Pump,2017-12-11,0.5,2018-06-03,Preventive,,0.6,1057.75,No,Normal,Yes
Motor-0302,Motor,2017-06-11,1.0,2018-06-03,Corrective,Calibration-Drift,8.9,1118.32,No,High,Yes
Sensor-0776,Sensor,2016-04-02,2.2,2018-06-03,Preventive,,1.5,383.35,No,Normal,Yes
Valve-0222,Valve,2017-05-10,1.1,2018-06-04,Preventive,,2.9,587.33,No,Normal,Yes
Motor-0257,Motor,2017-11-22,0.5,2018-06-04,Preventive,,3.6,664.41,No,Normal,Yes
Pipe-Section-0467,Pipe-Section,2018-02-06,0.3,2018-06-04,Preventive,,0.7,536.76,No,Normal,Yes
Sensor-0814,Sensor,2016-07-10,1.9,2018-06-04,Preventive,,3.7,1384.1,No,Normal,Yes
Filter-0646,Filter,2017-04-15,1.1,2018-06-05,Corrective,Seal-Leak,7.0,4030.8,Yes,High,Yes
Meter-0919,Meter,2016-09-03,1.8,2018-06-05,Preventive,,3.0,1416.19,No,Normal,Yes
Pipe-Section-0384,Pipe-Section,2016-03-03,2.3,2018-06-06,Corrective,Blockage,9.6,4911.73,No,High,Yes
Pipe-Section-0419,Pipe-Section,2018-02-06,0.3,2018-06-06,Corrective,Bearing-Failure,9.0,2259.3,Yes,High,Yes
Chlorinator-0491,Chlorinator,2016-03-01,2.3,2018-06-06,Preventive,,0.8,263.2,No,Normal,Yes
Chlorinator-0586,Chlorinator,2016-10-01,1.7,2018-06-06,Preventive,,2.1,321.42,No,Normal,Yes
Filter-0622,Filter,2014-04-13,4.2,2018-06-06,Calibration,,0.6,348.89,No,Normal,Yes
Pipe-Section-0394,Pipe-Section,2016-09-04,1.8,2018-06-07,Preventive,,1.2,1331.07,No,Normal,Yes
Chlorinator-0528,Chlorinator,2014-05-21,4.0,2018-06-07,Preventive,,2.3,888.21,No,Normal,Yes
Chlorinator-0582,Chlorinator,2015-08-07,2.8,2018-06-07,Preventive,,1.4,388.96,No,Normal,Yes
Motor-0276,Motor,2016-03-11,2.2,2018-06-08,Corrective,Wear,6.7,2855.59,No,High,Yes
Motor-0339,Motor,2015-10-13,2.7,2018-06-08,Corrective,Blockage,6.3,3226.9,No,High,Yes
Pipe-Section-0396,Pipe-Section,2017-05-08,1.1,2018-06-08,Preventive,,0.8,1240.63,No,Normal,Yes
Filter-0633,Filter,2014-10-30,3.6,2018-06-09,Preventive,,1.6,915.78,No,Normal,Yes
Sensor-0702,Sensor,2017-09-18,0.7,2018-06-09,Preventive,,2.2,662.34,No,Normal,Yes
Pump-0110,Pump,2017-08-25,0.8,2018-06-10,Preventive,,3.2,565.28,No,Normal,Yes
Chlorinator-0502,Chlorinator,2017-05-30,1.0,2018-06-10,Emergency,Seal-Leak,13.7,20397.9,Yes,Critical,Yes
Filter-0645,Filter,2017-04-16,1.2,2018-06-10,Preventive,,0.7,777.61,No,Normal,Yes
Meter-0890,Meter,2014-10-09,3.7,2018-06-10,Preventive,,0.5,551.4,No,Normal,Yes
